sentence,labels
Ayesha ki company National University ke sath partnership sign kar rahi hai.,B-PER O O B-ORG I-ORG O O O O O O O
Dr. Ahmed se Karachi travel kar rhi hai.,O O O B-LOC O O O O
Prof. Subhan ne kal Sialkot se call ki.,O O O B-DATE B-LOC O O O
Bilal Khan ne apna iPhone 12 repair karwaya.,B-PER I-PER O O B-PRODUCT I-PRODUCT O O
Kya tumne Ahmed ka message dekha? woh Pindi Cantt me hain.,O O B-PER O O O O B-LOC I-LOC O O
Prof. Subhan aj ARYNews me kaam krta hai.,O O O B-ORG O O O O
Imran se Rawalpindi travel kar rhi hai.,B-PER O B-LOC O O O O
Kya tumne Sara ka message dekha? woh North Karachi me hain.,O O B-PER O O O O B-LOC I-LOC O O
Fatima ki meeting 3-Jan ko Mobilink me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Maryam Khan aur Subhan aj shopping mall gaye.,B-PER I-PER O B-PER O O O O
Sara ne match attend kiya.,B-PER O B-EVENT O O
Noor ne apna second-hand laptop sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O O
Bilal school ki meeting me shamil tha.,B-PER O O O O O O
Khadija ki meeting 3-January ko Hospital me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Kya Ayesha ko pata hai ke Gujranwala me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Subhan aur Noor Jahan aj shopping mall gaye.,B-PER O B-PER I-PER O O O O
Priya ne kal Faisalabad se call ki.,B-PER O O B-LOC O O O
Imran se Quetta se wapas aa rha tha.,B-PER O B-LOC O O O O O
Sara aur Maryam Khan aj market gaye thay.,B-PER O B-PER I-PER O O O O
Ayesha apni dost ke sath Pindi Cantt jaegi.,B-PER O O O O B-LOC I-LOC O
Ayesha ko second-hand laptop pasand aaya.,B-PER O B-PRODUCT I-PRODUCT O O
Bilal Khan ki shaadi 25-December ko hai.,B-PER I-PER O O B-DATE O O
Ali Khan aur Ahmed aj market gaye thay.,B-PER I-PER O B-PER O O O O
Kya Maryam Khan ko pata hai ke Multan me exam cancel hogaya?,O B-PER I-PER O O O O B-LOC O O O O
Maryam Khan ne kal North Karachi se call ki.,B-PER I-PER O O B-LOC I-LOC O O O
Hamza ki company Karachi Press ke sath partnership sign kar rahi hai.,B-PER O O B-ORG I-ORG O O O O O O O
Aaj Noor Jahan ne project submit kiya.,O B-PER I-PER O O O O
Kya tumne Ahmed ka message dekha? woh Quetta me hain.,O O B-PER O O O O B-LOC O O
Bilal Khan ne apni behn ke liye book kharida.,B-PER I-PER O O O O O B-PRODUCT O
"Phone: car, bought by Bilal.",O B-PRODUCT O O B-PER
Karachi Press ka CEO Ali Khan hai aur woh aaj press conference karenge.,B-ORG I-ORG O O B-PER I-PER O O O O O O O
Mariam ne electric scooter ghar bheja.,B-PER O B-PRODUCT I-PRODUCT O O
Subha subha Bilal Rawalpindi pohoncha; phir hotel check-in ki.,O O B-PER B-LOC O O O O O
Ali ne second-hand laptop kharida.,B-PER O B-PRODUCT I-PRODUCT O
Imran ne kal Karachi se call ki.,B-PER O O B-LOC O O O
Ahmed fruit bana rhi hai.,B-PER O O O O
Usman kal kal ko match attend karega.,B-PER B-DATE O O B-EVENT O O
ARYNews ka CEO Sara hai aur woh aaj press conference karenge.,B-ORG O O B-PER O O O O O B-EVENT O
"Phone: motorcycle, bought by Imran.",O B-PRODUCT O O B-PER
Kal Hassan subha match me jaega.,O B-PER O B-EVENT O O
Subha subha Dr. Ahmed Old Lahore pohoncha; phir hotel check-in ki.,O O O O B-LOC I-LOC O O O O O
ARYNews ka CEO Ali Khan hai aur woh aaj press conference karenge.,B-ORG O O B-PER I-PER O O O O O O O
"Farah aur unki team ne seminar organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Sajid ne online phone order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
Priya Sharma ki meeting 3-Jan ko Mobilink me scheduled hai.,B-PER I-PER O B-EVENT B-DATE O B-ORG O O O
Prof. Subhan (jo Dr. hai) Peshawar se wapas aaega.,O O O O O B-LOC O O O
Maryam Khan se Sialkot jaegi aur jakr parhai kregi.,B-PER I-PER O B-LOC O O O O O
Ayesha ne sports day attend kiya.,B-PER O B-EVENT I-EVENT O O
Sajid apni dost ke sath North Karachi jaegi.,B-PER O O O O B-LOC I-LOC O
Ali Khan fruit bana rhi hai.,B-PER I-PER O O O O
Subha subha Ali Peshawar pohoncha; phir hotel check-in ki.,O O B-PER B-LOC O O O O O
Ali Khan se Quetta se wapas aa rha tha.,B-PER I-PER O B-LOC O O O O O
Ali ne Bilal Khan ko tablet gift kiya.,B-PER O B-PER I-PER O B-PRODUCT O O
Bilal Khan ki shaadi kal ko hai.,B-PER I-PER O O B-DATE O O
Kya tumne Hamza ka message dekha? woh Quetta me hain.,O O B-PER O O O O B-LOC O O
Imran se wapas Peshawar travel kar rhi hai.,B-PER O O B-LOC O O O O
Bilal Khan kal Sialkot me match dekhne jaega.,B-PER I-PER O B-LOC O O O O
Kya Ayesha ko pata hai ke Quetta me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Khadija ne Maria ko USB phone gift kiya.,B-PER O B-PER O B-PRODUCT I-PRODUCT O O
Bilal Khan aur Noor Jahan aj shopping mall gaye.,B-PER I-PER O B-PER I-PER O O O O
Sana ne Dr. Ahmed ko electric scooter gift kiya.,B-PER O O O O B-PRODUCT I-PRODUCT O O
Kya tumne Sajid ka message dekha? woh Old Lahore me hain.,O O B-PER O O O O B-LOC I-LOC O O
Sara (jo Dr. hai) Multan se wapas aaega.,B-PER O O O B-LOC O O O
"Hassan aur unki team ne open house organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT I-EVENT O O O O O O
Mere walid ki age bari haai.,O O O O O O
Ayesha ne apni behn ke liye electric scooter kharida.,B-PER O O O O O B-PRODUCT I-PRODUCT O
Ahmed ki shaadi 3-January ko hai.,B-PER O O B-DATE O O
Imran ne laptop ghar bheja.,B-PER O B-PRODUCT O O
Bilal Khan aur Prof. Subhan aj shopping mall gaye.,B-PER I-PER O O O O O O O
Maryam Khan ne kal Karachi se call ki.,B-PER I-PER O O B-LOC O O O
Farah ne Ahmed ko birthday wish ki.,B-PER O B-PER O O O O
Usman ne tablet ghar bheja.,B-PER O B-PRODUCT O O
Subhan ne Khadija ko birthday wish ki.,B-PER O B-PER O O O O
Ali Khan aur Maryam Khan aj market gaye thay.,B-PER I-PER O B-PER I-PER O O O O
Ayesha ne Sajid ko birthday wish ki.,B-PER O B-PER O O O O
Maryam Khan ne Mariam ko car gift kiya.,B-PER I-PER O B-PER O B-PRODUCT O O
University ka office Quetta me hai.,B-ORG O O B-LOC O O
Noor aj Careem me kaam krta hai.,B-PER O B-ORG O O O O
Karachi Press ka office Sialkot me hai.,B-ORG I-ORG O O B-LOC O O
Kal Maria subha seminar me jaega.,O B-PER O B-EVENT O O
"Phone: USB phone, bought by Hassan.",O B-PRODUCT I-PRODUCT O O B-PER
Ali - Old Lahore - aj,B-PER O B-LOC I-LOC O O
Sajid ne concert attend kiya.,B-PER O B-EVENT O O
Kya tumne Ali ka message dekha? woh Multan me hain.,O O B-PER O O O O B-LOC O O
Sana se North Karachi se wapas aa rha tha.,B-PER O B-LOC I-LOC O O O O O
Kya tumne Ali Khan ka message dekha? woh Multan me hain.,O O B-PER I-PER O O O O B-LOC O O
Subha subha Subhan Pindi Cantt pohoncha; phir hotel check-in ki.,O O B-PER B-LOC I-LOC O O O O O
Usman se Karachi jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
City Hospital ka office Old Lahore me hai.,B-ORG I-ORG O O B-LOC I-LOC O O
Zain aur Khadija aj shopping mall gaye.,B-PER O B-PER O O O O
Kya tumne Bilal ka message dekha? woh Quetta me hain.,O O B-PER O O O O B-LOC O O
Dr. Ahmed ne kal Gujranwala se call ki.,O O O B-DATE B-LOC O O O
Maryam Khan ne online car order kiya aur delivery pending hai.,B-PER I-PER O O B-PRODUCT O O O O O O
Kya Ali Khan ko pata hai ke Karachi me exam cancel hogaya?,O B-PER I-PER O O O O B-LOC O O O O
Imran apni dost ke sath Faisalabad jaegi.,B-PER O O O O B-LOC O
Bilal Khan aur Dr. Ahmed aj market gaye thay.,B-PER I-PER O O O O O O O
"Ali aur unki team ne meeting organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Prof. Subhan ne apna phone sell kar diya aur naya phone liya.,O O O O B-PRODUCT O O O O O O O
Usman (jo Dr. hai) Lahore se wapas aaega.,B-PER O O O B-LOC O O O
Sajid kal 15 Aug ko festival attend karega.,B-PER O B-DATE I-DATE O B-EVENT O O
HBL ka CEO Zain hai aur woh aaj press conference karenge.,B-ORG O O B-PER O O O O O O O
Kya tumne Ahmed ka message dekha? woh Islamabad Sector G-8 me hain.,O O B-PER O O O O B-LOC I-LOC I-LOC O O
Imran kal aaj ko open house attend karega.,B-PER O B-DATE O B-EVENT I-EVENT O O
Ayesha (jo Dr. hai) Gujranwala se wapas aaega.,B-PER O O O B-LOC O O O
Bilal ki meeting sham ko College me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Priya ne book kharida.,B-PER O B-PRODUCT O
Sana apni dost ke sath Multan jaegi.,B-PER O O O O B-LOC O
"Bilal aur unki team ne seminar organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Maryam Khan aur Maria aj shopping mall gaye.,B-PER I-PER O B-PER O O O O
Ali Khan ne Maryam Khan ko book gift kiya.,B-PER I-PER O B-PER I-PER O B-PRODUCT O O
Subhan aur Maria aj shopping mall gaye.,B-PER O B-PER O O O O
National University ka office Pindi Cantt me hai.,B-ORG I-ORG O O B-LOC I-LOC O O
Sana ne apni behn ke liye book kharida.,B-PER O O O O O B-PRODUCT O
Kya Imran ko pata hai ke Multan me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Sajid ne Priya Sharma ko laptop gift kiya.,B-PER O B-PER I-PER O B-PRODUCT O O
Sara (jo Dr. hai) Sialkot se wapas aaega.,B-PER O O O B-LOC O O O
Khadija ki shaadi 15-Aug ko hai.,B-PER O O B-DATE O O
Subhan ne apna second-hand laptop sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O O
Noor ki meeting 25 Dec ko Bank me scheduled hai.,B-PER O O B-DATE I-DATE O B-ORG O O O
Maryam Khan aj Bank of Punjab me kaam krta hai.,B-PER I-PER O B-ORG I-ORG I-ORG O O O O
Dr. Ahmed se wapas Old Lahore travel kar rhi hai.,O O O O B-LOC I-LOC O O O O
Prof. Subhan ko electric scooter pasand aaya.,O O O B-PRODUCT I-PRODUCT O O
Maria ne tablet ghar bheja.,B-PER O B-PRODUCT O O
Hassan kal parso ko festival attend karega.,B-PER O B-DATE O B-EVENT O O
Ayesha ki meeting aaj ko Careem me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Usman kal 25-December ko hackathon attend karega.,B-PER O B-DATE O B-EVENT O O
Usman - Rawalpindi - aj,B-PER O B-LOC O O
Ali Khan aur Noor aj shopping mall gaye.,B-PER I-PER O B-PER O O O O
Ali Khan ne online motorcycle order kiya aur delivery pending hai.,B-PER I-PER O O B-PRODUCT O O O O O O
Sana ne kaha: 'Main 15-Aug ko wapas aaon ga.',B-PER O O O O O O O O
Noor ne Priya Sharma ko birthday wish ki.,B-PER O B-PER I-PER O O O O
Bilal ki tabiyat theek nahi hai.,B-PER O O O O O
Noor Jahan kal sham ko open house attend karega.,B-PER I-PER O B-DATE O B-EVENT I-EVENT O O
Subha subha Bilal Khan Karachi pohoncha; phir hotel check-in ki.,O O B-PER I-PER B-LOC O O O O O
Dr. Ahmed se wapas Gujranwala se wapas aa rha tha.,O B-PER O O B-LOC O O O O O
Imran ki meeting 25 Dec ko UBL me scheduled hai.,B-PER O O B-DATE I-DATE O B-ORG O O O
Farah aj Hospital me kam krta hai.,B-PER O B-ORG O O O O
Noor Jahan se Sialkot travel kar rhi hai.,B-PER I-PER O B-LOC O O O O
Sana ki meeting sham ko UBL me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Ayesha ne Priya Sharma ko USB phone gift kiya.,B-PER O B-PER I-PER O B-PRODUCT I-PRODUCT O O
Kal Sara subha open house me jaega.,O B-PER O B-EVENT I-EVENT O O
Sana ne online tablet order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
Hamza ki shaadi 3-January ko hai.,B-PER O O B-DATE O O
Fatima kal Multan me match dekhne jaega.,B-PER O B-LOC O O O O
Subhan aj University me kaam krta hai.,B-PER O B-ORG O O O O
Noor Jahan aur Bilal Khan aj market gaye thay.,B-PER I-PER O B-PER I-PER O O O O
Kya tumne Maryam Khan ka message dekha? woh Peshawar me hain.,O O B-PER I-PER O O O O B-LOC O O
"Maria aur unki team ne sports day organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT I-EVENT O O O O O O
Subha subha Ali Lahore pohoncha; phir hotel check-in ki.,O O B-PER B-LOC O O O O O
Imran ki shaadi 25-December ko hai.,B-PER O O B-DATE O O
Ayesha ne apna tablet repair karwaya.,B-PER O O B-PRODUCT O O
"Bilal aur unki team ne festival organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Mariam - Lahore - aj,B-PER O B-LOC O O
Hassan ne tablet kharida.,B-PER O B-PRODUCT O
Imran ne match attend kiya.,B-PER O B-EVENT O O
Ahmed ne book kharida.,B-PER O B-PRODUCT O
Sara ne apna electric scooter repair karwaya.,B-PER O O B-PRODUCT I-PRODUCT O O
Ayesha ki shaadi 15 Aug ko hai.,B-PER O O B-DATE I-DATE O O
Imran ne kal Sialkot se call ki.,B-PER O B-DATE B-LOC O O O
Ali Khan kal Karachi me match dekhne jaega.,B-PER I-PER O B-LOC O O O O
Hassan aur Khadija aj shopping mall gaye.,B-PER O B-PER O O O O
Subhan se Faisalabad jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Mariam ne car kharida.,B-PER O B-PRODUCT O
Ahmed se wapas Quetta travel kar rhi hai.,B-PER O O B-LOC O O O O
Priya Sharma ki shaadi aaj ko hai.,B-PER I-PER O O B-DATE O O
Subha subha Sana Sialkot pohoncha; phir hotel check-in ki.,O O B-PER B-LOC O O O O O
Sana ko iPhone 12 pasand aaya.,B-PER O B-PRODUCT I-PRODUCT O O
Usman ne USB phone ghar bheja.,B-PER O B-PRODUCT I-PRODUCT O O
Imran ki meeting 15 Aug ko Hospital me scheduled hai.,B-PER O O B-DATE I-DATE O B-ORG O O O
Prof. Subhan ki meeting parso ko ARYNews me scheduled hai.,O O O O B-DATE O B-ORG O O O
Dr. Ahmed kal Sialkot me match dekhne jaega.,O O O B-LOC O O O O
Hassan ki company Mobilink ke sath partnership sign kar rahi hai.,B-PER O O B-ORG O O O O O O O
Farah ne phone ghar bheja.,B-PER O B-PRODUCT O O
Zain se Rawalpindi travel kar rhi hai.,B-PER O B-LOC O O O O
Hamza apni dost ke sath North Karachi jaegi.,B-PER O O O O B-LOC I-LOC O
Ahmed apni dost ke sath Pindi Cantt jaegi.,B-PER O O O O B-LOC I-LOC O
Mariam (jo Dr. hai) Pindi Cantt se wapas aaega.,B-PER O O O B-LOC I-LOC O O O
Ali Khan ne kal Quetta se call ki.,B-PER I-PER O O B-LOC O O O
Mariam se Sialkot jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
ARYNews ka office Islamabad Sector G-8 me hai.,B-ORG O O B-LOC I-LOC I-LOC O O
Imran kal Rawalpindi me match dekhne jaega.,B-PER O B-LOC O O O O
Prof. Subhan - North Karachi - aj,O O O B-LOC I-LOC O O
Subha subha Bilal Peshawar pohoncha; phir hotel check-in ki.,O O B-PER B-LOC O O O O O
Hamza ki meeting subha ko Bank me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Imran ne wedding attend kiya.,B-PER O B-EVENT O O
Maryam Khan se Gujranwala travel kar rhi hai.,B-PER I-PER O B-LOC O O O O
Noor ne Sara ko tablet gift kiya.,B-PER O B-PER O B-PRODUCT O O
Prof. Subhan aur Bilal Khan aj market gaye thay.,O O O B-PER I-PER O O O O
Subha subha Noor Quetta pohoncha; phir hotel check-in ki.,O B-DATE B-PER B-LOC O O O O O
Mariam se wapas Islamabad jaegi aur jakr parhai kregi.,B-PER O O B-LOC O O O O O
"Phone: motorcycle, bought by Ali Khan.",O B-PRODUCT O O B-PER I-PER
Prof. Subhan ne apni behn ke liye motorcycle kharida.,O O O O O O O B-PRODUCT O
Sara ki meeting 25-December ko College me ocheduled hai.,B-PER O O B-DATE O B-ORG O O O
Farah ki company National University ke sath partnership sign kar rahi hai.,B-PER O O B-ORG I-ORG O O O O O O O
Priya Sharma ki meeting 15-Aug ko Bank me scheduled hai.,B-PER I-PER O O B-DATE O B-ORG O O O
Prof. Subhan ne kal Old Lahore se call ki.,O O O O B-LOC I-LOC O O O
"Phone: second-hand laptop, bought by Khadija.",O B-PRODUCT I-PRODUCT O O B-PER
Bilal Khan - Old Lahore - aj,B-PER I-PER O B-LOC I-LOC O O
Ali - Multan - aj,B-PER O B-LOC O O
Priya Sharma ne USB phone kharida.,B-PER I-PER O B-PRODUCT I-PRODUCT O
Subha subha Noor Jahan Rawalpindi pohoncha; phir hotel check-in ki.,O O B-PER I-PER B-LOC O O O O O
Kal Imran subha final exam me jaega.,O B-PER O B-EVENT I-EVENT O O
Subha subha Zain Islamabad pohoncha; phir hotel check-in ki.,O O B-PER B-LOC O O O O O
Ali Khan aur Hassan aj shopping mall gaye.,B-PER I-PER O B-PER O O O O
Usman ne apna car repair karwaya.,B-PER O O B-PRODUCT O O
Sana aur Khadija aj shopping mall gaye.,B-PER O B-PER O O O O
Kya tumne Imran ka message dekha? woh Peshawar me hain.,O O B-PER O O O O B-LOC O O
Noor Jahan ne Bilal ko birthday wish ki.,B-PER I-PER O B-PER O O O O
"Mariam ka address: House No. 5, Old Lahore.",B-PER O O O O O O O
Maria - Gujranwala - aj,B-PER O B-LOC O O
Priya apni dost ke sath Sialkot jaegi.,B-PER O O O O B-LOC O
Sana ne apna camera repair karwaya.,B-PER O O B-PRODUCT O O
Subhan se wapas Pindi Cantt se wapas aa rha tha.,B-PER O O B-LOC I-LOC O O O O O
Priya Sharma se Rawalpindi se wapas aa rha tha.,B-PER I-PER O B-LOC O O O O O
"Maria ka address: House No. 5, Old Lahore.",B-PER O O O O O O O
Sajid - Islamabad - aj,B-PER O B-LOC O O
Ali ne iPhone 12 kharida.,B-PER O B-PRODUCT I-PRODUCT O
Priya aur Ali Khan aj market gaye thay.,B-PER O B-PER I-PER O O O O
Ali Khan ne apna laptop repair karwaya.,B-PER I-PER O O B-PRODUCT O O
"Meeting: Bank, 3-Jan.",O B-ORG O
Sindh Education Board ka CEO Farah hai aur woh aaj press conference karenge.,B-ORG I-ORG I-ORG O O B-PER O O O O O O O
Sara kal Quetta me match dekhne jaega.,B-PER O B-LOC O O O O
Khadija ne apna laptop repair karwaya.,B-PER O O B-PRODUCT O O
Sana ne camera kharida.,B-PER O B-PRODUCT O
Hamza se Islamabad travel kar rhi hai.,B-PER O B-LOC O O O O
Bilal Khan ne Ahmed ko birthday wish ki.,B-PER I-PER O B-PER O O O O
Ali Khan aur Sana aj shopping mall gaye.,B-PER I-PER O B-PER O O O O
Kal Maria subha meeting me jaega.,O B-PER O B-EVENT O O
Sana - Multan - aj,B-PER O B-LOC O O
Dr. Ahmed ne apna motorcycle repair karwaya.,O O O O B-PRODUCT O O
Zain kal subha ko concert attend karega.,B-PER O B-DATE O B-EVENT O O
Sana se wapas Islamabad jaegi aur jakr parhai kregi.,B-PER O O B-LOC O O O O O
Ahmed ne Subhan ko book gift kiya.,B-PER O B-PER O B-PRODUCT O O
Zain (jo Dr. hai) Lahore se wapas aaega.,B-PER O O O B-LOC O O O
Prof. Subhan ne apna tablet repair karwaya.,O O O O B-PRODUCT O O
Priya ki company Sindh Education Board ke sath partnership sign kar rahi hai.,B-PER O O B-ORG I-ORG I-ORG O O O O O O O
Ali Khan aur Maryam Khan aj shopping mall gaye.,B-PER I-PER O B-PER I-PER O O O O
"Bilal Khan aur unki team ne concert organize kiya, jisme staff shamil taay.",B-PER I-PER O O O O B-EVENT O O O O O O
Kya Fatima ko pata hai ke Sialkot me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Priya Sharma aur Ahmed aj market gaye thay.,B-PER I-PER O B-PER O O O O
Hassan ki shaadi 25 Dec ko hai.,B-PER O O B-DATE I-DATE O O
Dr. Ahmed ne apni behn ke liye phone kharida.,O O O O O O O B-PRODUCT O
"Phone: motorcycle, bought by Fatima.",O B-PRODUCT O O B-PER
Ayesha kal Faisalabad me match dekhne jaega.,B-PER O B-LOC O O O O
Noor ki meeting 25 Dec ko City Hospital me scheduled hai.,B-PER O O B-DATE I-DATE O B-ORG I-ORG O O O
Fatima ki shaadi sham ko hai.,B-PER O O B-DATE O O
Zain ko book pasand aaya.,B-PER O B-PRODUCT O O
Ali Khan ne motorcycle ghar bheja.,B-PER I-PER O B-PRODUCT O O
Dr. Ahmed se Peshawar travel kar rhi hai.,O O O B-LOC O O O O
Priya ne apna camera repair karwaya.,B-PER O O B-PRODUCT O O
"Ahmed aur unki team ne conference organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Maria kal Faisalabad me match dekhne jaega.,B-PER O B-LOC O O O O
Zain ko phone pasand aaya.,B-PER O B-PRODUCT O O
Kal Priya subha meeting me jaega.,O B-PER O B-EVENT O O
Imran ne online motorcycle order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
Imran ne Bilal ko birthday wish ki.,B-PER O B-PER O O O O
Khadija ne kal Rawalpindi se call ki.,B-PER O O B-LOC O O O
Prof. Subhan ki tabiyat theek? kal check karwalo.,O O O O O O O O
Maryam Khan library me assignment likh rhi thi.,B-PER I-PER O O O O O O
Noor ne Ali Khan ko birthday wish ki.,B-PER O B-PER I-PER O O O O
Prof. Subhan ne concert attend kiya.,O O O B-EVENT O O
Sara ne online car order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
Hamza ne USB phone ghar bheja.,B-PER O B-PRODUCT I-PRODUCT O O
Ahmed ko tablet pasand aaya.,B-PER O B-PRODUCT O O
Ahmed aj PTCL me kaam krta hai.,B-PER O B-ORG O O O O
Maryam Khan - Quetta - aj,B-PER I-PER O B-LOC O O
Noor ne apna laptop repair karwaya.,B-PER O O B-PRODUCT O O
Farah se Quetta se wapas aa rha tha.,B-PER O B-LOC O O O O O
Ayesha school ki meeting me shamil tha.,B-PER O O O O O O
Hassan ki company Careem ke sath partnership sign kar rahi hai.,B-PER O O B-ORG O O O O O O O
Usman (jo Dr. hai) Faisalabad se wapas aaega.,B-PER O O O B-LOC O O O
"Hamza aur unki team ne sports day organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT I-EVENT O O O O O O
Sajid kal 25-December ko open house attend karega.,B-PER O B-DATE O B-EVENT I-EVENT O O
Mariam ne apna laptop sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Mariam ki company UBL ke sath partnership sign kar rahi hai.,B-PER O O B-ORG O O O O O O O
Bilal ne Priya Sharma ko second-hand laptop gift kiya.,B-PER O B-PER I-PER O B-PRODUCT I-PRODUCT O O
